home_team,away_team,home_win,draw,away_win,zero_zero,zero_one,zero_two,zero_three,zero_four,one_zero,one_one,one_two,one_three,one_four,two_zero,two_one,two_two,two_three,two_four,three_zero,three_one,three_two,three_three,three_four,four_zero,four_one,four_two,four_three,four_four
Suécia,Portugal,12.979,15.692,71.329,2.455,6.481,8.34,7.548,5.178,2.557,6.75,8.665,7.544,5.258,1.418,3.561,4.652,4.139,2.909,0.519,1.287,1.688,1.515,0.964,0.135,0.398,0.498,0.408,0.285
Suécia,Colômbia,12.449,15.527,72.024,2.731,6.752,8.736,7.679,5.298,2.663,6.708,8.657,7.587,5.237,1.333,3.36,4.414,3.929,2.692,0.507,1.27,1.587,1.379,0.938,0.143,0.307,0.45,0.375,0.246
Suécia,Uzbequistão,37.515,26.36,36.125,8.275,9.965,6.155,2.624,0.931,10.224,12.339,7.762,3.321,1.127,6.546,7.762,4.74,2.094,0.715,2.974,3.416,2.128,0.89,0.309,1.038,1.157,0.773,0.292,0.108
Suécia,República Democrática do Congo,41.525,27.47,31.005,9.911,10.333,5.414,1.98,0.557,12.228,12.498,6.848,2.459,0.662,7.919,7.967,4.265,1.534,0.466,3.355,3.603,1.891,0.724,0.187,1.209,1.254,0.602,0.223,0.067
Suécia,Inglaterra,9.411,15.473,75.116,4.194,9.668,12.127,9.826,6.32,3.007,7.268,8.626,7.234,4.691,1.134,2.668,3.228,2.665,1.733,0.28,0.722,0.91,0.665,0.463,0.067,0.166,0.18,0.152,0.109
Suécia,Croácia,19.745,20.961,59.294,4.677,9.04,8.871,6.178,3.184,4.893,9.614,9.675,6.508,3.473,2.606,5.116,5.107,3.552,1.887,1.013,1.902,1.868,1.348,0.687,0.285,0.562,0.553,0.365,0.199
Suécia,Gana,55.845,20.928,23.227,3.807,4.557,2.932,1.214,0.448,7.454,9.109,5.641,2.554,0.812,7.385,9.112,5.829,2.564,0.863,5.376,6.427,4.006,1.825,0.572,2.884,3.405,2.174,0.976,0.318
Suécia,Panamá,47.198,21.893,30.909,3.465,5.032,3.762,1.926,0.768,6.311,9.269,7.012,3.498,1.436,6.014,8.607,6.531,3.36,1.22,3.727,5.694,4.09,2.116,0.83,1.906,2.727,2.063,1.057,0.459
Bélgica,Espanha,17.851,22.581,59.568,7.2,12.293,10.992,6.702,3.176,6.081,10.529,9.485,5.812,2.784,2.585,4.605,4.035,2.537,1.16,0.77,1.41,1.196,0.735,0.365,0.19,0.322,0.268,0.175,0.075
Bélgica,Uruguai,32.495,32.209,35.296,16.092,14.824,7.087,2.371,0.627,14.062,12.975,6.131,2.068,0.53,6.384,5.912,2.842,0.982,0.23,1.956,1.854,0.858,0.28,0.073,0.473,0.427,0.223,0.075,0.018
Bélgica,Arábia Saudita,65.657,22.355,11.988,9.956,5.725,1.687,0.348,0.055,17.241,9.571,2.844,0.544,0.081,14.744,8.184,2.497,0.522,0.086,8.784,4.95,1.444,0.299,0.045,3.913,2.129,0.638,0.137,0.032
Bélgica,Cabo Verde,74.243,17.132,8.625,6.64,3.829,1.081,0.225,0.033,13.774,7.673,2.3,0.443,0.064,14.653,8.348,2.434,0.462,0.086,10.763,6.169,1.802,0.349,0.06,6.218,3.391,1.033,0.21,0.035
Bélgica,França,23.253,26.054,50.693,9.297,13.524,9.939,4.954,1.983,8.282,12.033,8.819,4.485,1.788,3.799,5.538,4.008,2.113,0.826,1.223,1.764,1.208,0.657,0.237,0.27,0.399,0.316,0.17,0.059
Bélgica,Senegal,43.397,27.735,28.868,10.364,10.011,5.056,1.699,0.465,13.16,12.665,6.392,2.194,0.637,8.347,8.135,4.029,1.425,0.383,3.593,3.668,1.864,0.618,0.174,1.261,1.32,0.609,0.224,0.055
Bélgica,Noruega,36.926,24.606,38.468,5.881,8.293,5.982,2.995,1.145,8.027,11.206,8.112,4.011,1.587,5.709,7.793,5.885,2.802,1.098,2.768,3.862,2.87,1.414,0.518,1.018,1.466,1.096,0.533,0.199
Bélgica,Iraque,64.557,22.152,13.291,8.963,5.774,1.983,0.463,0.069,15.368,9.844,3.267,0.661,0.132,13.561,8.78,2.918,0.658,0.119,8.321,5.364,1.759,0.392,0.088,3.935,2.399,0.836,0.181,0.032
Bélgica,Argentina,18.064,25.8,56.136,10.835,15.958,11.889,6.227,2.495,7.649,11.337,8.556,4.475,1.788,2.906,4.143,3.183,1.669,0.673,0.742,1.162,0.77,0.418,0.144,0.156,0.203,0.149,0.082,0.026
Bélgica,Áustria,42.017,27.694,30.289,9.94,10.146,5.272,1.882,0.544,12.495,12.789,6.639,2.401,0.648,7.813,8.084,4.207,1.609,0.424,3.48,3.633,1.866,0.694,0.187,1.253,1.287,0.644,0.244,0.057
Bélgica,Argélia,52.66,25.064,22.276,8.603,7.818,3.457,1.172,0.292,13.157,11.571,5.255,1.722,0.399,10.136,8.977,4.086,1.324,0.32,5.45,4.655,2.272,0.737,0.206,2.18,2.011,0.903,0.291,0.061
Bélgica,Jordânia,66.032,19.494,14.474,5.478,4.537,1.928,0.579,0.134,10.866,9.006,4.048,1.146,0.267,11.434,9.592,4.09,1.187,0.267,7.819,6.623,2.829,0.807,0.195,4.443,3.673,1.496,0.439,0.103
Bélgica,Portugal,29.171,25.614,45.215,7.628,10.78,8.008,4.074,1.564,8.309,11.838,8.818,4.347,1.666,4.736,6.806,5.012,2.563,0.967,1.894,2.632,1.923,1.003,0.423,0.532,0.771,0.576,0.29,0.121
Bélgica,Colômbia,28.092,25.822,46.086,7.92,11.449,8.314,4.228,1.616,8.537,12.125,8.653,4.359,1.79,4.461,6.609,4.751,2.416,0.944,1.656,2.437,1.791,0.905,0.336,0.53,0.659,0.535,0.286,0.113
Bélgica,Uzbequistão,53.185,28.149,18.666,13.402,8.577,3.104,0.722,0.125,17.406,11.613,4.115,0.956,0.171,12.006,7.933,2.807,0.598,0.138,5.415,3.736,1.303,0.31,0.061,2.006,1.27,0.425,0.117,0.014
Bélgica,República Democrática do Congo,55.917,28.177,15.906,14.688,8.329,2.393,0.488,0.088,19.177,11.005,3.236,0.654,0.125,13.081,7.466,2.265,0.441,0.078,6.068,3.526,1.042,0.213,0.033,2.244,1.292,0.378,0.077,0.006
Bélgica,Inglaterra,22.033,27.516,50.451,11.681,15.537,10.621,4.994,1.795,9.357,11.996,8.373,3.825,1.443,3.634,4.888,3.387,1.572,0.536,1.0,1.339,0.858,0.417,0.163,0.203,0.285,0.195,0.097,0.031
Bélgica,Croácia,36.706,28.251,35.043,10.395,11.412,6.382,2.443,0.746,11.91,12.944,7.342,2.807,0.852,6.853,7.429,4.226,1.672,0.477,2.694,2.982,1.696,0.632,0.184,0.829,0.883,0.478,0.211,0.053
Bélgica,Gana,71.712,17.655,10.633,5.561,3.886,1.415,0.321,0.076,12.185,8.248,2.93,0.739,0.162,13.13,8.87,3.221,0.761,0.147,9.5,6.611,2.346,0.563,0.115,5.455,3.77,1.322,0.332,0.053
Bélgica,Panamá,65.188,20.224,14.588,5.932,4.804,1.95,0.57,0.137,11.498,9.437,3.975,1.173,0.234,11.785,9.404,3.962,1.134,0.231,8.001,6.54,2.679,0.786,0.171,3.984,3.417,1.404,0.412,0.098
Egito,Espanha,6.664,14.884,78.452,5.628,12.944,15.031,12.11,7.378,3.049,6.812,7.652,6.273,3.788,0.735,1.824,2.12,1.722,1.043,0.166,0.341,0.353,0.29,0.206,0.025,0.047,0.062,0.039,0.031
Egito,Uruguai,16.341,29.862,53.797,16.83,20.266,12.816,5.586,1.838,9.1,10.915,6.997,2.965,1.035,2.519,3.031,1.955,0.826,0.291,0.491,0.583,0.355,0.155,0.043,0.079,0.075,0.059,0.017,0.006
Egito,Arábia Saudita,42.186,31.983,25.831,16.289,12.118,4.781,1.238,0.228,16.961,12.868,4.952,1.31,0.222,9.203,6.867,2.583,0.66,0.142,3.243,2.468,0.932,0.227,0.043,0.915,0.691,0.272,0.076,0.016
Egito,Cabo Verde,50.132,28.248,21.62,12.669,9.407,3.708,0.933,0.184,16.103,12.083,4.661,1.296,0.23,10.966,8.078,3.095,0.824,0.181,5.022,3.656,1.431,0.376,0.064,1.675,1.268,0.49,0.132,0.025
Egito,França,9.627,19.647,70.726,8.309,15.921,15.098,9.968,5.148,4.577,8.704,8.381,5.571,2.703,1.271,2.363,2.329,1.527,0.775,0.247,0.468,0.44,0.286,0.142,0.043,0.076,0.058,0.05,0.018
Egito,Senegal,22.511,28.535,48.954,12.432,15.987,10.369,4.641,1.617,9.555,12.351,8.244,3.585,1.225,3.855,4.945,3.284,1.395,0.484,1.032,1.286,0.912,0.432,0.136,0.225,0.29,0.174,0.09,0.033
Egito,Noruega,16.585,21.505,61.91,6.419,11.851,11.057,7.223,3.603,5.509,9.94,9.559,6.071,3.093,2.315,4.427,4.189,2.622,1.305,0.697,1.254,1.151,0.85,0.383,0.199,0.289,0.291,0.204,0.098
Egito,Iraque,40.956,30.988,28.056,14.382,11.857,5.195,1.497,0.321,15.523,13.083,5.612,1.747,0.398,8.528,7.104,3.141,0.909,0.215,3.149,2.703,1.159,0.356,0.071,0.929,0.796,0.349,0.089,0.025
Egito,Argentina,7.422,18.079,74.499,8.697,17.043,17.058,11.397,5.931,3.941,7.434,7.576,5.076,2.594,0.886,1.762,1.736,1.186,0.597,0.142,0.27,0.294,0.198,0.099,0.007,0.043,0.036,0.025,0.013
Egito,Áustria,21.664,27.552,50.784,11.781,15.601,10.815,5.145,1.848,9.065,11.995,8.174,3.867,1.427,3.623,4.765,3.305,1.591,0.553,1.003,1.339,0.925,0.436,0.136,0.212,0.278,0.186,0.092,0.034
Egito,Argélia,29.309,28.898,41.793,11.591,13.749,8.333,3.437,1.058,11.013,12.997,7.737,3.252,1.052,5.271,6.202,3.775,1.603,0.48,1.736,2.061,1.205,0.494,0.151,0.456,0.522,0.332,0.143,0.039
Egito,Jordânia,40.338,27.321,32.341,9.335,10.188,5.504,2.199,0.62,11.476,12.566,7.205,2.727,0.79,7.504,8.303,4.565,1.71,0.494,3.174,3.53,1.962,0.773,0.219,1.125,1.21,0.645,0.269,0.075
Egito,Portugal,12.575,20.347,67.078,7.243,13.925,13.215,8.629,4.416,5.064,9.443,9.042,5.98,2.992,1.76,3.251,3.141,2.093,1.087,0.38,0.758,0.776,0.473,0.264,0.091,0.164,0.152,0.083,0.046
Egito,Colômbia,11.961,20.339,67.7,7.57,14.222,13.517,9.035,4.519,4.947,9.244,8.91,5.817,2.989,1.695,3.019,3.009,2.0,1.009,0.388,0.73,0.673,0.462,0.254,0.072,0.131,0.138,0.08,0.05
Egito,Uzbequistão,31.379,33.368,35.253,17.928,15.681,7.195,2.287,0.57,14.462,12.754,5.883,1.869,0.44,6.157,5.512,2.439,0.776,0.207,1.774,1.568,0.71,0.237,0.054,0.394,0.377,0.142,0.045,0.01
Egito,República Democrática do Congo,34.15,35.301,30.549,20.412,15.28,6.071,1.612,0.334,16.503,12.625,4.949,1.215,0.268,7.068,5.305,2.096,0.528,0.124,2.029,1.49,0.623,0.16,0.025,0.442,0.321,0.128,0.031,0.008
Egito,Inglaterra,9.198,21.201,69.601,10.421,18.199,16.275,9.801,4.652,4.752,8.659,7.831,4.672,2.196,1.234,2.147,1.935,1.151,0.547,0.21,0.369,0.327,0.182,0.083,0.025,0.046,0.043,0.025,0.004
Egito,Croácia,17.878,26.416,55.706,11.25,16.478,12.188,6.265,2.334,7.931,11.726,8.316,4.209,1.653,2.876,4.017,3.035,1.499,0.57,0.697,1.031,0.726,0.374,0.145,0.12,0.197,0.141,0.066,0.03
Egito,Gana,46.627,27.649,25.724,10.458,9.49,4.432,1.428,0.35,13.842,12.676,5.778,1.812,0.443,9.424,8.36,3.892,1.234,0.288,4.241,3.831,1.812,0.569,0.137,1.487,1.395,0.63,0.22,0.051
Egito,Panamá,39.72,27.838,32.442,10.117,10.588,5.686,2.163,0.643,11.98,12.629,7.02,2.657,0.792,7.428,7.982,4.348,1.605,0.462,3.171,3.372,1.799,0.685,0.195,1.059,1.053,0.623,0.217,0.058
Irã,Espanha,5.72,11.518,82.762,3.039,8.365,11.684,11.291,8.443,1.983,5.354,7.623,7.103,5.308,0.614,1.739,2.491,2.3,1.743,0.146,0.384,0.536,0.537,0.397,0.022,0.066,0.086,0.089,0.092
Irã,Uruguai,16.477,25.428,58.095,11.324,16.721,12.628,6.764,2.598,7.453,10.954,8.479,4.581,1.818,2.555,3.748,2.764,1.45,0.612,0.611,0.879,0.682,0.349,0.135,0.12,0.167,0.126,0.068,0.035
Irã,Arábia Saudita,44.829,28.072,27.099,11.073,10.066,4.846,1.539,0.367,13.911,12.688,5.948,1.921,0.485,8.978,8.244,3.75,1.152,0.32,4.055,3.544,1.647,0.526,0.143,1.334,1.193,0.57,0.172,0.031
Irã,Cabo Verde,53.347,24.712,21.941,8.154,7.32,3.479,1.091,0.272,12.697,11.492,5.361,1.678,0.43,9.975,9.131,4.268,1.42,0.355,5.517,5.02,2.359,0.723,0.193,2.314,2.096,1.029,0.311,0.072
Irã,França,8.819,15.68,75.501,4.74,11.122,13.08,10.518,6.384,3.185,7.435,8.644,7.051,4.198,1.119,2.545,2.924,2.312,1.433,0.243,0.559,0.697,0.509,0.329,0.052,0.115,0.127,0.087,0.065
Irã,Senegal,22.696,24.666,52.638,7.828,12.493,10.011,5.341,2.13,7.46,11.468,9.176,5.044,2.004,3.445,5.558,4.475,2.388,1.062,1.213,1.811,1.452,0.802,0.326,0.316,0.466,0.395,0.226,0.091
Irã,Noruega,16.079,18.107,65.814,3.572,7.924,9.151,7.074,4.211,3.64,8.009,9.232,7.196,4.289,1.97,4.246,4.865,3.78,2.262,0.701,1.643,1.856,1.393,0.815,0.163,0.448,0.498,0.392,0.242
Irã,Iraque,43.281,27.121,29.598,9.47,9.719,5.249,1.879,0.481,12.387,12.442,6.516,2.41,0.62,8.001,8.429,4.391,1.532,0.432,3.69,3.78,2.017,0.737,0.22,1.349,1.263,0.725,0.268,0.076
Irã,Argentina,6.551,14.171,79.278,5.148,12.257,14.789,12.106,7.499,2.825,6.536,7.832,6.317,4.025,0.796,1.833,2.128,1.844,1.052,0.149,0.333,0.402,0.324,0.212,0.025,0.041,0.068,0.051,0.034
Irã,Áustria,21.688,23.771,54.541,7.279,11.955,10.037,5.672,2.532,6.885,11.016,9.126,5.323,2.393,3.396,5.338,4.525,2.576,1.144,1.071,1.796,1.464,0.845,0.398,0.259,0.493,0.38,0.235,0.1
Irã,Argélia,30.124,25.63,44.246,7.494,10.551,7.69,3.893,1.538,8.283,11.877,8.669,4.329,1.726,4.919,6.913,5.119,2.554,1.017,1.935,2.756,2.059,1.004,0.361,0.631,0.825,0.634,0.296,0.123
Irã,Jordânia,42.107,24.234,33.659,5.644,7.451,4.969,2.356,0.861,8.517,11.113,7.634,3.442,1.28,6.486,8.454,5.774,2.681,1.033,3.572,4.604,3.02,1.459,0.494,1.362,1.829,1.231,0.559,0.226
Irã,Portugal,11.854,16.876,71.27,4.215,9.487,11.248,8.784,5.506,3.539,7.772,9.036,7.164,4.462,1.407,3.35,3.855,2.945,1.932,0.431,0.976,1.145,0.892,0.54,0.11,0.233,0.279,0.192,0.131
Irã,Colômbia,11.45,16.744,71.806,4.417,9.783,11.546,8.956,5.519,3.602,7.719,8.945,7.157,4.478,1.459,3.173,3.693,2.827,1.735,0.385,0.934,1.042,0.801,0.517,0.091,0.185,0.241,0.149,0.105
Irã,Uzbequistão,32.659,29.621,37.72,12.341,13.174,7.304,2.83,0.847,12.068,12.987,7.374,2.725,0.847,6.108,6.664,3.753,1.453,0.399,2.154,2.271,1.299,0.503,0.157,0.585,0.591,0.304,0.136,0.037
Irã,República Democrática do Congo,36.432,31.202,32.366,14.425,13.23,6.192,2.065,0.506,14.176,13.131,6.207,1.963,0.49,7.251,6.634,3.268,1.025,0.258,2.613,2.374,1.157,0.349,0.089,0.682,0.596,0.314,0.119,0.028
Irã,Inglaterra,8.671,17.064,74.265,6.344,13.406,14.471,10.722,6.161,3.65,7.741,8.487,6.266,3.512,1.099,2.342,2.505,1.835,1.042,0.239,0.504,0.562,0.437,0.219,0.034,0.071,0.076,0.056,0.035
Irã,Croácia,17.728,22.566,59.706,7.019,12.569,11.059,6.865,3.101,5.884,10.647,9.426,5.777,2.714,2.624,4.693,4.018,2.532,1.166,0.766,1.369,1.206,0.78,0.343,0.168,0.313,0.297,0.159,0.089
Irã,Gana,49.512,24.269,26.219,6.505,7.104,3.965,1.543,0.47,10.296,11.3,6.314,2.465,0.744,8.392,9.236,5.188,1.963,0.611,4.647,5.115,2.878,1.117,0.322,2.048,2.155,1.243,0.479,0.145
Irã,Panamá,41.71,24.594,33.696,5.974,7.876,5.149,2.284,0.791,8.928,11.359,7.53,3.47,1.247,6.59,8.574,5.713,2.58,0.903,3.392,4.271,2.93,1.332,0.45,1.35,1.731,1.15,0.49,0.201
Nova Zelândia,Espanha,3.43,8.728,87.842,2.75,8.263,12.457,12.895,10.228,1.381,4.064,6.214,6.496,5.165,0.36,1.038,1.593,1.667,1.265,0.052,0.18,0.28,0.289,0.236,0.01,0.027,0.045,0.035,0.032
Nova Zelândia,Uruguai,11.462,23.101,65.437,11.579,18.448,15.116,8.695,3.858,5.964,9.263,7.844,4.421,1.976,1.6,2.554,2.023,1.145,0.494,0.308,0.442,0.384,0.224,0.095,0.034,0.052,0.07,0.023,0.012
Nova Zelândia,Arábia Saudita,34.621,30.413,34.966,13.452,13.201,7.028,2.385,0.661,13.297,13.079,6.541,2.336,0.677,6.795,6.672,3.397,1.189,0.312,2.357,2.212,1.18,0.457,0.131,0.594,0.584,0.32,0.119,0.027
Nova Zelândia,Cabo Verde,42.205,27.85,29.945,10.44,10.432,5.317,1.802,0.501,12.909,12.669,6.455,2.275,0.619,8.06,7.949,4.08,1.446,0.417,3.547,3.544,1.754,0.605,0.165,1.237,1.196,0.576,0.205,0.048
Nova Zelândia,França,5.705,12.901,81.394,4.629,11.424,14.368,12.369,8.21,2.482,5.937,7.552,6.481,4.256,0.622,1.574,1.996,1.803,1.138,0.129,0.315,0.392,0.318,0.221,0.017,0.041,0.06,0.044,0.02
Nova Zelândia,Senegal,16.08,23.016,60.904,8.519,14.196,12.229,7.181,3.368,6.292,10.394,9.053,5.378,2.428,2.423,3.993,3.49,2.054,0.916,0.635,1.089,0.861,0.558,0.254,0.127,0.211,0.184,0.115,0.052
Nova Zelândia,Noruega,10.466,15.248,74.286,3.675,8.665,10.981,9.062,6.034,3.003,6.975,8.703,7.557,4.988,1.231,3.046,3.567,3.048,2.027,0.389,0.869,1.06,0.874,0.6,0.083,0.204,0.194,0.193,0.138
Nova Zelândia,Iraque,33.084,28.852,38.064,11.613,12.911,7.352,2.895,0.904,11.747,12.906,7.274,2.95,0.882,6.008,6.837,3.784,1.504,0.46,2.256,2.489,1.368,0.507,0.153,0.595,0.691,0.393,0.196,0.041
Nova Zelândia,Argentina,4.078,11.547,84.375,4.9,12.125,15.702,13.904,9.394,1.991,5.049,6.466,5.854,4.003,0.426,1.136,1.405,1.195,0.835,0.067,0.179,0.21,0.18,0.153,0.003,0.01,0.015,0.033,0.013
Nova Zelândia,Áustria,14.773,22.14,63.087,7.902,13.747,12.405,7.789,3.749,5.629,10.184,9.025,5.665,2.696,2.168,3.76,3.432,2.106,1.065,0.586,1.044,0.863,0.561,0.28,0.102,0.215,0.174,0.103,0.057
Nova Zelândia,Argélia,21.789,24.648,53.563,8.304,12.817,10.243,5.534,2.401,7.519,11.245,9.092,4.997,2.079,3.51,5.139,4.266,2.301,1.002,1.108,1.65,1.369,0.74,0.328,0.274,0.403,0.332,0.179,0.088
Nova Zelândia,Jordânia,31.444,25.187,43.369,6.97,9.923,7.308,3.749,1.428,8.195,11.733,8.592,4.33,1.668,4.883,7.252,5.209,2.64,1.06,2.167,3.071,2.18,1.107,0.46,0.658,0.987,0.685,0.372,0.159
Nova Zelândia,Portugal,7.567,14.074,78.359,4.177,10.078,12.799,10.793,7.231,2.69,6.561,8.083,6.95,4.753,0.899,2.235,2.708,2.404,1.567,0.205,0.522,0.609,0.556,0.353,0.049,0.081,0.104,0.103,0.063
Nova Zelândia,Colômbia,7.315,13.939,78.746,4.314,10.369,13.023,11.185,7.326,2.706,6.452,8.084,6.861,4.542,0.852,2.135,2.59,2.16,1.433,0.219,0.464,0.592,0.522,0.329,0.036,0.065,0.093,0.096,0.056
Nova Zelândia,Uzbequistão,24.566,29.708,45.726,13.966,16.149,9.733,3.978,1.401,10.829,12.342,7.567,3.173,0.949,4.256,4.908,3.029,1.22,0.412,1.27,1.465,0.752,0.333,0.114,0.269,0.351,0.191,0.096,0.035
Nova Zelândia,República Democrática do Congo,27.787,32.281,39.932,16.567,16.575,8.361,2.974,0.74,12.805,12.758,6.52,2.272,0.649,5.254,5.106,2.668,0.998,0.245,1.463,1.426,0.716,0.271,0.078,0.312,0.317,0.15,0.059,0.017
Nova Zelândia,Inglaterra,5.73,14.134,80.136,6.058,13.81,15.738,12.785,7.72,2.755,6.093,7.51,5.783,3.67,0.65,1.528,1.744,1.383,0.827,0.123,0.239,0.318,0.225,0.134,0.016,0.019,0.034,0.036,0.014
Nova Zelândia,Croácia,12.231,20.288,67.481,7.483,14.082,13.327,8.88,4.643,5.041,9.26,8.87,5.842,2.973,1.659,3.161,3.039,1.952,1.009,0.427,0.726,0.69,0.47,0.214,0.08,0.14,0.136,0.085,0.034
Nova Zelândia,Gana,38.24,26.586,35.174,8.379,9.893,6.166,2.477,0.845,10.548,12.368,7.452,3.232,1.028,6.486,7.926,4.844,2.085,0.717,2.92,3.621,2.146,0.867,0.25,1.015,1.242,0.743,0.283,0.122
Nova Zelândia,Panamá,30.965,26.005,43.03,7.525,10.373,7.402,3.686,1.378,8.642,12.085,8.551,4.277,1.632,5.045,6.938,5.202,2.442,0.985,2.04,2.803,2.086,1.065,0.375,0.703,0.89,0.622,0.347,0.116
Uruguai,Espanha,18.974,26.991,54.035,11.875,16.332,11.655,5.845,2.191,8.517,11.582,8.339,4.057,1.527,2.991,4.229,3.125,1.535,0.555,0.78,1.004,0.776,0.375,0.118,0.153,0.177,0.156,0.069,0.033
Espanha,Arábia Saudita,85.279,10.702,4.019,4.117,1.914,0.42,0.076,0.006,11.224,4.962,1.118,0.17,0.03,15.21,6.605,1.404,0.213,0.036,13.948,6.194,1.389,0.198,0.027,9.763,4.277,0.96,0.157,0.02
Espanha,Cabo Verde,90.782,6.882,2.336,2.324,0.982,0.215,0.033,0.005,7.223,3.187,0.73,0.121,0.014,11.999,5.319,1.133,0.171,0.024,13.185,5.9,1.349,0.209,0.028,11.728,5.019,1.133,0.166,0.025
Arábia Saudita,Uruguai,11.571,26.389,62.04,15.104,21.348,15.313,7.696,2.914,6.78,9.54,6.852,3.462,1.382,1.503,2.282,1.629,0.82,0.331,0.253,0.363,0.254,0.106,0.043,0.032,0.037,0.033,0.021,0.01
Uruguai,Cabo Verde,70.287,20.887,8.826,10.589,4.885,1.132,0.168,0.023,18.451,8.383,1.9,0.311,0.038,16.691,7.295,1.723,0.311,0.031,10.137,4.673,1.021,0.181,0.015,4.784,2.161,0.511,0.069,0.011
Cabo Verde,Arábia Saudita,28.982,30.421,40.597,13.957,15.14,8.282,3.203,0.897,12.063,12.882,7.267,2.725,0.77,5.368,5.747,3.214,1.278,0.312,1.721,1.787,0.933,0.341,0.089,0.405,0.415,0.224,0.065,0.027
França,Senegal,58.213,23.918,17.869,8.605,6.783,2.745,0.794,0.162,13.92,10.978,4.44,1.225,0.273,11.617,9.26,3.668,0.992,0.183,6.662,5.255,2.066,0.61,0.119,2.855,2.248,0.859,0.221,0.057
Noruega,França,24.257,22.547,53.196,5.133,9.058,8.303,5.172,2.542,5.849,10.38,9.186,5.863,2.766,3.426,6.037,5.447,3.402,1.687,1.413,2.357,2.22,1.358,0.641,0.42,0.71,0.602,0.407,0.21
França,Iraque,78.085,15.193,6.722,5.986,3.131,0.774,0.165,0.017,13.231,6.748,1.77,0.336,0.044,15.296,7.897,2.151,0.365,0.049,12.1,6.11,1.578,0.281,0.049,7.204,3.662,0.983,0.167,0.026
Noruega,Senegal,47.22,23.66,29.12,5.675,6.869,4.17,1.941,0.651,9.141,10.984,6.876,2.928,0.969,7.533,8.969,5.491,2.433,0.772,4.19,5.062,3.177,1.309,0.409,1.891,2.154,1.354,0.627,0.178
Senegal,Iraque,57.04,24.997,17.963,10.085,7.515,2.812,0.732,0.142,15.597,11.129,4.301,1.02,0.203,11.938,8.648,3.296,0.849,0.165,6.304,4.589,1.739,0.442,0.11,2.682,1.968,0.768,0.203,0.042
Iraque,Noruega,11.898,17.472,70.63,4.556,10.403,11.513,8.821,5.267,3.762,8.135,9.457,7.095,3.971,1.571,3.331,3.862,2.902,1.748,0.428,0.91,1.068,0.781,0.491,0.081,0.187,0.23,0.164,0.122
Argentina,Áustria,62.57,23.095,14.335,9.286,6.215,2.067,0.499,0.083,15.406,10.348,3.55,0.801,0.149,13.195,8.939,3.015,0.718,0.111,7.797,5.022,1.73,0.407,0.062,3.458,2.349,0.781,0.209,0.036
Argentina,Argélia,72.545,18.203,9.252,7.142,4.121,1.155,0.242,0.032,14.17,8.229,2.489,0.487,0.063,14.994,8.337,2.417,0.508,0.066,10.428,5.892,1.797,0.383,0.054,5.602,3.166,0.966,0.202,0.031
Jordânia,Argentina,5.071,11.451,83.478,3.727,9.962,13.564,12.672,8.947,1.987,5.333,7.219,6.744,4.782,0.604,1.484,1.968,1.879,1.326,0.115,0.274,0.428,0.389,0.234,0.017,0.039,0.062,0.041,0.032
Argélia,Áustria,26.988,26.053,46.959,8.602,12.015,8.86,4.326,1.682,8.66,12.041,8.75,4.357,1.681,4.457,6.239,4.58,2.251,0.831,1.634,2.239,1.62,0.763,0.302,0.445,0.562,0.456,0.192,0.061
Áustria,Jordânia,60.071,21.642,18.287,5.82,5.382,2.632,0.859,0.23,10.815,10.156,4.71,1.573,0.405,10.222,9.489,4.531,1.523,0.375,6.676,6.187,2.888,0.998,0.248,3.396,3.162,1.473,0.487,0.128
Espanha,França,44.432,25.736,29.832,7.744,8.555,4.968,1.91,0.55,10.769,12.063,6.898,2.721,0.76,7.963,8.692,4.888,1.925,0.538,3.961,4.359,2.505,0.924,0.291,1.431,1.604,0.974,0.335,0.109
Espanha,Senegal,67.429,19.486,13.085,6.191,4.638,1.859,0.539,0.093,12.261,9.108,3.467,0.874,0.197,12.286,9.304,3.498,0.981,0.188,8.802,6.337,2.43,0.634,0.114,4.52,3.396,1.385,0.32,0.048
Espanha,Noruega,62.847,19.2,17.953,3.757,3.958,2.252,0.837,0.242,7.819,8.416,4.819,1.745,0.523,8.617,9.184,5.22,2.01,0.547,6.46,7.023,3.917,1.522,0.415,3.801,4.114,2.215,0.853,0.254
Espanha,Iraque,84.784,10.789,4.427,3.855,1.884,0.484,0.078,0.011,10.139,4.878,1.32,0.22,0.034,13.837,6.862,1.76,0.296,0.046,13.243,6.456,1.584,0.272,0.03,9.433,4.644,1.162,0.214,0.022
Espanha,Argentina,35.879,28.182,35.939,10.046,11.566,6.618,2.593,0.819,11.235,12.982,7.296,2.904,0.926,6.486,7.534,4.38,1.722,0.498,2.573,2.963,1.746,0.691,0.187,0.875,0.937,0.554,0.21,0.079
Espanha,Áustria,66.442,19.812,13.746,6.077,4.736,1.935,0.551,0.106,11.972,9.203,3.565,1.042,0.204,12.133,9.486,3.724,1.096,0.204,8.151,6.508,2.499,0.72,0.165,4.353,3.359,1.32,0.367,0.082
Espanha,Argélia,76.298,15.094,8.608,4.417,3.053,1.031,0.233,0.049,10.161,6.941,2.483,0.599,0.109,12.308,8.575,3.074,0.732,0.125,10.362,7.158,2.543,0.58,0.118,6.659,4.61,1.614,0.373,0.075
