home_team,away_team,home_win,draw,away_win,zero_zero,zero_one,zero_two,zero_three,zero_four,one_zero,one_one,one_two,one_three,one_four,two_zero,two_one,two_two,two_three,two_four,three_zero,three_one,three_two,three_three,three_four,four_zero,four_one,four_two,four_three,four_four
Brasil,Bélgica,44.536,27.049,28.415,9.56,9.507,4.842,1.75,0.468,12.394,12.372,6.439,2.195,0.614,8.394,8.433,4.359,1.534,0.402,3.978,3.976,1.974,0.686,0.185,1.371,1.507,0.726,0.262,0.065
Brasil,Egito,65.459,22.096,12.445,9.144,5.532,1.763,0.398,0.069,15.791,9.874,3.091,0.669,0.117,13.851,8.736,2.705,0.6,0.098,8.526,5.325,1.642,0.344,0.055,4.019,2.506,0.781,0.151,0.026
Brasil,Irã,69.853,18.248,11.899,5.563,4.101,1.581,0.371,0.068,11.59,8.476,3.285,0.872,0.194,12.394,9.039,3.434,0.928,0.19,8.948,6.621,2.576,0.694,0.165,5.107,3.75,1.457,0.369,0.076
Brasil,Nova Zelândia,76.639,15.521,7.84,5.461,3.21,1.011,0.208,0.035,12.379,7.142,2.103,0.452,0.093,13.955,8.03,2.46,0.539,0.082,10.893,6.447,1.906,0.408,0.066,6.701,4.001,1.222,0.25,0.045
Brasil,Espanha,24.292,24.735,50.973,7.285,11.256,9.116,4.859,2.165,7.196,11.523,9.322,5.096,2.162,3.771,6.018,4.843,2.62,1.113,1.385,2.003,1.69,0.969,0.395,0.361,0.613,0.475,0.277,0.103
Brasil,Uruguai,40.349,31.263,28.388,14.98,12.36,5.23,1.526,0.32,15.495,12.855,5.607,1.594,0.352,8.486,7.073,3.063,0.865,0.202,3.006,2.59,1.125,0.342,0.09,0.88,0.726,0.291,0.097,0.022
Brasil,Arábia Saudita,73.953,17.857,8.19,7.622,3.966,1.096,0.198,0.019,15.64,7.737,1.961,0.355,0.05,15.627,8.115,2.215,0.426,0.064,11.044,5.65,1.478,0.256,0.036,5.851,2.972,0.834,0.159,0.027
Brasil,Cabo Verde,81.498,13.003,5.499,4.692,2.352,0.64,0.117,0.021,11.511,5.999,1.566,0.265,0.043,14.288,7.285,1.991,0.378,0.052,12.614,6.401,1.755,0.3,0.039,8.455,4.289,1.116,0.186,0.019
Brasil,França,30.803,27.157,42.04,9.234,11.688,7.731,3.557,1.234,9.763,12.577,8.326,3.758,1.34,5.284,6.868,4.496,2.023,0.697,1.982,2.566,1.673,0.763,0.29,0.579,0.729,0.496,0.237,0.084
Brasil,Senegal,52.551,25.365,22.084,8.904,8.074,3.487,1.088,0.246,13.291,11.714,5.239,1.625,0.377,10.366,8.887,4.06,1.243,0.3,5.418,4.755,2.134,0.619,0.151,2.236,1.955,0.853,0.28,0.063
Brasil,Noruega,46.567,23.405,30.028,5.275,6.665,4.362,1.926,0.675,8.406,10.606,6.884,3.12,1.054,7.079,8.851,5.72,2.685,0.927,4.147,5.077,3.275,1.53,0.47,1.888,2.366,1.512,0.633,0.245
Brasil,Iraque,73.434,17.624,8.942,6.708,3.894,1.171,0.244,0.041,13.941,7.961,2.306,0.509,0.09,14.835,8.374,2.53,0.504,0.073,10.435,6.133,1.889,0.395,0.066,5.847,3.295,1.044,0.204,0.025
Brasil,Argentina,24.171,27.292,48.537,10.83,14.439,9.951,4.745,1.681,9.31,12.205,8.378,3.88,1.364,4.077,5.506,3.723,1.732,0.674,1.182,1.683,1.09,0.48,0.173,0.269,0.41,0.268,0.131,0.052
Brasil,Áustria,50.878,25.677,23.445,8.691,7.964,3.692,1.245,0.32,12.722,11.814,5.623,1.891,0.499,9.611,9.057,4.369,1.363,0.312,5.027,4.738,2.188,0.722,0.178,2.082,1.878,0.892,0.321,0.078
Brasil,Argélia,62.5,21.402,16.098,6.989,5.696,2.323,0.697,0.143,12.717,9.93,4.16,1.166,0.248,11.823,9.34,3.73,1.105,0.217,7.433,5.914,2.393,0.684,0.152,3.651,2.902,1.173,0.331,0.066
Brasil,Jordânia,74.925,15.602,9.473,4.068,3.007,1.184,0.285,0.048,9.57,7.272,2.742,0.733,0.135,11.706,8.729,3.425,0.911,0.156,9.714,7.289,2.805,0.719,0.145,6.237,4.598,1.872,0.472,0.109
Brasil,Portugal,38.129,25.55,36.321,7.187,8.944,5.92,2.759,0.922,9.31,11.884,7.943,3.562,1.222,6.302,8.18,5.213,2.44,0.857,2.904,3.807,2.497,1.12,0.397,1.017,1.368,0.902,0.391,0.137
Brasil,Colômbia,36.525,25.999,37.476,7.537,9.621,6.324,2.774,0.984,9.54,12.255,7.99,3.615,1.227,6.197,7.844,5.066,2.361,0.856,2.656,3.457,2.26,1.006,0.37,0.924,1.204,0.848,0.335,0.122
Brasil,Uzbequistão,61.878,23.922,14.2,10.872,6.663,2.164,0.438,0.085,17.179,10.191,3.284,0.675,0.133,13.84,8.252,2.528,0.548,0.093,7.652,4.529,1.468,0.304,0.062,3.342,1.909,0.597,0.121,0.024
Brasil,República Democrática do Congo,64.44,23.771,11.789,11.788,6.152,1.658,0.333,0.044,18.674,9.768,2.572,0.5,0.062,15.039,7.785,2.028,0.372,0.046,8.36,4.282,1.077,0.172,0.029,3.65,1.9,0.506,0.091,0.015
Brasil,Inglaterra,28.602,28.745,42.653,11.489,13.916,8.514,3.454,1.146,10.723,12.841,7.877,3.254,1.131,5.114,6.024,3.831,1.633,0.522,1.751,1.988,1.243,0.531,0.155,0.407,0.51,0.319,0.15,0.051
Brasil,Croácia,45.648,26.826,27.526,9.352,9.212,4.606,1.602,0.415,12.785,12.34,6.351,2.237,0.54,8.566,8.525,4.331,1.511,0.432,4.106,4.118,1.987,0.707,0.193,1.543,1.497,0.752,0.209,0.089
Brasil,Gana,79.744,13.393,6.863,4.039,2.594,0.793,0.185,0.022,10.079,6.253,1.977,0.449,0.069,13.086,7.947,2.569,0.535,0.084,11.528,6.938,2.18,0.474,0.097,7.558,4.772,1.44,0.324,0.053
Brasil,Panamá,74.221,16.07,9.709,4.374,3.206,1.172,0.307,0.059,9.959,7.495,2.828,0.709,0.138,12.225,8.874,3.405,0.85,0.172,10.0,7.065,2.737,0.698,0.157,6.147,4.399,1.676,0.447,0.089
Marrocos,EUA,59.952,24.815,15.233,11.033,7.017,2.286,0.519,0.084,17.343,10.717,3.517,0.768,0.164,13.284,8.359,2.707,0.633,0.127,7.153,4.44,1.401,0.344,0.052,2.844,1.876,0.579,0.137,0.013
Marrocos,Austrália,46.961,31.409,21.63,16.724,10.882,3.713,0.821,0.159,18.413,12.152,4.117,0.964,0.196,10.628,6.939,2.317,0.562,0.1,4.174,2.737,0.899,0.208,0.027,1.249,0.834,0.277,0.079,0.008
Marrocos,Paraguai,52.048,31.327,16.625,18.309,9.516,2.554,0.497,0.083,21.009,11.079,2.95,0.546,0.084,12.531,6.558,1.792,0.302,0.054,5.138,2.541,0.679,0.141,0.015,1.621,0.835,0.221,0.044,0.006
Marrocos,Turquia,59.211,24.803,15.986,10.527,6.973,2.374,0.578,0.12,16.344,10.852,3.755,0.952,0.175,12.872,8.596,3.009,0.753,0.133,7.021,4.636,1.581,0.369,0.085,2.875,1.907,0.678,0.155,0.042
Marrocos,Alemanha,36.295,29.353,34.352,11.799,12.056,6.366,2.375,0.665,12.617,13.059,6.994,2.574,0.735,7.036,7.11,3.895,1.485,0.376,2.638,2.773,1.462,0.553,0.145,0.721,0.772,0.397,0.148,0.041
Marrocos,Equador,37.609,39.455,22.936,27.317,14.2,3.979,0.752,0.115,20.56,10.955,2.949,0.55,0.078,8.154,4.348,1.122,0.241,0.035,2.193,1.124,0.315,0.06,0.01,0.455,0.224,0.065,0.01,0.001
Marrocos,Costa do Marfim,64.955,24.797,10.248,14.004,6.078,1.368,0.18,0.021,21.275,9.088,2.009,0.283,0.034,16.073,6.891,1.562,0.229,0.025,8.546,3.695,0.759,0.138,0.01,3.457,1.484,0.34,0.055,0.003
Marrocos,Curaçao,83.044,13.138,3.818,6.677,2.246,0.365,0.04,0.008,15.495,5.271,0.884,0.115,0.016,18.168,6.117,1.086,0.118,0.015,14.601,4.845,0.876,0.099,0.007,8.863,2.977,0.507,0.054,0.005
Marrocos,Países Baixos,37.943,29.97,32.087,12.853,12.265,6.146,2.003,0.535,13.763,13.138,6.405,2.166,0.586,7.57,7.199,3.51,1.151,0.314,2.761,2.595,1.334,0.43,0.103,0.833,0.744,0.399,0.136,0.036
Marrocos,Japão,37.843,31.061,31.096,14.427,13.065,5.913,1.761,0.455,14.678,13.087,5.988,1.836,0.477,7.8,6.809,3.193,0.986,0.219,2.746,2.391,1.061,0.323,0.084,0.745,0.684,0.294,0.108,0.031
Marrocos,Tunísia,59.327,28.774,11.899,17.535,7.203,1.675,0.224,0.028,22.575,9.737,2.142,0.312,0.037,14.924,6.424,1.393,0.229,0.031,6.871,2.887,0.595,0.105,0.008,2.435,1.024,0.208,0.042,0.004
Marrocos,Suécia,65.691,20.894,13.415,7.461,5.07,2.012,0.525,0.094,13.666,9.579,3.496,0.842,0.158,13.029,9.004,3.269,0.837,0.161,8.47,5.851,2.226,0.54,0.113,4.145,2.934,1.046,0.29,0.042
Haiti,Escócia,12.223,17.238,70.539,4.446,9.782,11.248,8.717,5.233,3.747,8.088,9.236,6.96,4.285,1.56,3.414,3.728,2.908,1.78,0.447,1.01,1.097,0.838,0.551,0.101,0.215,0.26,0.202,0.12
EUA,Austrália,26.496,25.917,47.587,8.243,11.878,8.802,4.454,1.774,8.324,12.106,8.854,4.598,1.725,4.411,6.185,4.631,2.249,0.876,1.594,2.167,1.616,0.838,0.329,0.422,0.594,0.443,0.227,0.091
EUA,Paraguai,33.239,28.579,38.182,10.902,12.275,7.299,3.004,0.922,11.352,12.967,7.554,3.014,0.941,6.032,6.999,4.059,1.656,0.493,2.137,2.591,1.511,0.599,0.186,0.648,0.762,0.449,0.171,0.05
Turquia,EUA,39.193,24.099,36.708,5.351,7.575,5.334,2.731,1.021,7.789,11.195,7.972,3.931,1.442,5.879,8.314,5.854,3.158,1.118,3.014,4.281,3.058,1.457,0.577,1.208,1.692,1.179,0.621,0.217
Marrocos,Bélgica,42.065,31.98,25.955,16.451,12.241,4.823,1.233,0.278,17.128,12.612,4.751,1.284,0.278,8.969,6.8,2.654,0.695,0.153,3.288,2.408,0.958,0.245,0.043,0.93,0.678,0.263,0.081,0.018
Marrocos,Egito,60.067,27.692,12.241,15.875,7.131,1.704,0.301,0.033,21.372,10.055,2.29,0.385,0.046,15.107,6.946,1.623,0.283,0.038,7.096,3.13,0.764,0.134,0.014,2.573,1.204,0.283,0.027,0.005
Marrocos,Irã,65.288,22.73,11.982,10.61,5.812,1.704,0.348,0.069,17.405,9.592,2.778,0.536,0.082,14.784,8.22,2.25,0.519,0.067,8.571,4.739,1.39,0.262,0.029,3.816,2.147,0.604,0.11,0.016
Marrocos,Nova Zelândia,71.705,20.084,8.211,10.29,4.484,1.033,0.15,0.024,18.68,7.951,1.874,0.297,0.033,16.74,7.233,1.661,0.244,0.037,10.56,4.57,1.039,0.172,0.021,5.216,2.246,0.494,0.087,0.01
Marrocos,Espanha,24.853,29.657,45.49,13.644,16.093,9.628,3.956,1.286,10.787,12.57,7.571,3.184,0.935,4.39,5.218,3.078,1.273,0.446,1.203,1.435,0.852,0.338,0.097,0.242,0.306,0.173,0.083,0.026
Marrocos,Uruguai,37.392,36.766,25.842,23.064,14.439,4.705,1.15,0.17,19.024,11.913,3.838,0.879,0.171,7.876,4.975,1.646,0.341,0.057,2.402,1.477,0.456,0.139,0.017,0.524,0.337,0.105,0.021,0.004
Marrocos,Arábia Saudita,68.143,23.386,8.471,13.674,5.19,0.979,0.148,0.021,21.541,8.306,1.652,0.246,0.023,17.322,6.727,1.294,0.179,0.022,9.664,3.74,0.736,0.109,0.005,3.882,1.514,0.295,0.036,0.003
Marrocos,Cabo Verde,76.318,17.649,6.033,9.331,3.509,0.682,0.093,0.007,17.939,6.852,1.281,0.219,0.03,18.317,6.788,1.34,0.187,0.013,12.157,4.689,0.924,0.116,0.008,6.341,2.453,0.487,0.07,0.01
Marrocos,França,30.267,32.002,37.731,15.987,15.538,7.725,2.702,0.696,13.591,12.916,6.507,2.244,0.606,5.721,5.607,2.782,0.953,0.257,1.63,1.69,0.812,0.303,0.076,0.375,0.365,0.183,0.065,0.014
Marrocos,Senegal,49.232,30.285,20.483,15.555,10.163,3.285,0.777,0.149,18.618,12.075,4.157,0.96,0.181,11.035,7.379,2.391,0.572,0.102,4.444,3.074,0.953,0.25,0.04,1.47,0.94,0.308,0.08,0.014
Marrocos,Noruega,44.649,27.79,27.561,10.335,9.765,4.764,1.636,0.431,13.143,12.692,6.05,2.104,0.553,8.705,8.348,4.127,1.325,0.368,4.036,3.677,1.892,0.569,0.154,1.309,1.308,0.622,0.248,0.067
Marrocos,Iraque,67.666,22.938,9.396,12.415,5.503,1.158,0.16,0.021,19.883,8.735,1.934,0.296,0.028,16.771,7.26,1.615,0.245,0.026,9.285,4.036,0.915,0.161,0.015,4.217,1.69,0.421,0.065,0.011
Marrocos,Argentina,24.076,33.253,42.671,18.462,18.315,9.415,3.326,0.895,12.373,12.414,6.359,2.235,0.608,4.342,4.291,2.173,0.779,0.211,0.972,0.962,0.517,0.198,0.051,0.174,0.196,0.111,0.042,0.006
Marrocos,Áustria,47.864,30.188,21.948,15.212,10.484,3.761,0.924,0.191,17.684,12.11,4.381,1.064,0.204,10.62,7.347,2.556,0.644,0.147,4.359,3.032,1.09,0.3,0.048,1.391,0.998,0.339,0.081,0.009
Marrocos,Argélia,57.863,26.45,15.687,12.99,7.766,2.318,0.499,0.094,18.262,10.721,3.476,0.688,0.128,13.295,8.009,2.498,0.537,0.085,6.62,3.903,1.213,0.227,0.045,2.513,1.496,0.472,0.109,0.014
Marrocos,Jordânia,70.347,19.69,9.963,8.222,4.624,1.38,0.25,0.037,15.954,8.711,2.464,0.468,0.077,15.066,8.344,2.389,0.502,0.071,9.769,5.568,1.573,0.346,0.052,4.924,2.764,0.764,0.145,0.022
Marrocos,Portugal,36.276,30.298,33.426,13.179,12.763,6.392,2.211,0.592,13.539,13.143,6.498,2.299,0.612,7.038,7.02,3.49,1.212,0.33,2.573,2.491,1.242,0.454,0.093,0.73,0.631,0.316,0.134,0.032
Marrocos,Colômbia,35.227,30.71,34.063,13.792,13.126,6.761,2.23,0.624,13.505,13.161,6.396,2.288,0.593,6.924,6.756,3.359,1.164,0.314,2.398,2.388,1.141,0.365,0.104,0.608,0.616,0.304,0.11,0.03
Marrocos,Uzbequistão,56.935,29.705,13.36,18.138,7.996,1.861,0.281,0.032,22.433,9.956,2.442,0.376,0.056,14.289,6.441,1.51,0.266,0.025,6.099,2.769,0.66,0.099,0.015,1.988,0.919,0.208,0.031,0.002
Marrocos,República Democrática do Congo,58.896,29.847,11.257,19.252,7.296,1.415,0.204,0.022,23.858,9.357,1.842,0.269,0.023,15.398,5.713,1.175,0.152,0.015,6.587,2.494,0.507,0.063,0.013,2.179,0.834,0.169,0.031,0.0
Marrocos,Inglaterra,28.062,34.192,37.746,19.211,17.466,7.862,2.46,0.662,14.018,12.62,5.756,1.863,0.491,5.384,4.789,2.175,0.676,0.159,1.32,1.222,0.535,0.18,0.045,0.275,0.238,0.113,0.039,0.005
Marrocos,Croácia,42.667,31.675,25.658,16.071,12.397,4.586,1.181,0.244,17.08,12.743,4.703,1.289,0.282,9.254,6.847,2.586,0.652,0.129,3.348,2.56,0.952,0.258,0.054,1.013,0.688,0.291,0.075,0.017
Marrocos,Gana,74.642,17.91,7.448,8.277,3.807,0.934,0.148,0.014,16.324,7.544,1.807,0.289,0.033,16.589,7.704,1.883,0.337,0.035,11.534,5.321,1.222,0.191,0.027,6.17,2.708,0.691,0.111,0.014
Marrocos,Panamá,69.45,20.378,10.172,8.903,4.869,1.356,0.25,0.037,16.112,8.808,2.48,0.498,0.067,15.201,8.355,2.347,0.452,0.061,9.844,5.387,1.528,0.296,0.061,4.788,2.562,0.726,0.149,0.022
Escócia,EUA,38.989,24.97,36.041,6.143,8.465,5.545,2.658,0.978,8.527,11.662,7.813,3.664,1.354,6.187,8.269,5.617,2.59,0.954,3.095,3.988,2.834,1.349,0.464,1.146,1.572,1.013,0.487,0.176
Escócia,Austrália,27.951,26.038,46.011,8.509,12.061,8.608,4.19,1.504,8.888,12.037,8.783,4.177,1.562,4.727,6.34,4.568,2.18,0.797,1.65,2.352,1.612,0.821,0.291,0.495,0.654,0.467,0.218,0.097
Escócia,Paraguai,34.374,28.766,36.86,11.326,12.276,7.063,2.759,0.801,11.846,12.773,7.318,2.861,0.792,6.423,7.047,4.047,1.486,0.518,2.397,2.536,1.456,0.579,0.177,0.69,0.786,0.451,0.157,0.038
Escócia,Turquia,37.953,24.231,37.816,5.632,7.946,5.692,2.852,1.136,8.032,11.194,8.203,4.039,1.484,5.687,8.236,5.774,2.968,1.12,2.933,4.057,2.883,1.434,0.547,1.092,1.539,1.066,0.551,0.169
Escócia,Alemanha,15.846,18.41,65.744,3.857,8.748,9.77,7.32,4.207,3.897,8.463,9.405,7.174,4.158,1.978,4.377,4.615,3.512,2.086,0.731,1.465,1.602,1.239,0.731,0.203,0.404,0.441,0.351,0.201
Escócia,Equador,22.747,31.044,46.209,15.908,17.709,10.335,4.13,1.241,11.005,12.397,6.992,2.796,0.868,3.905,4.473,2.493,0.974,0.304,0.995,1.053,0.646,0.238,0.073,0.161,0.206,0.136,0.046,0.008
Escócia,Costa do Marfim,48.307,26.866,24.827,9.756,8.9,4.161,1.253,0.338,13.458,12.358,5.72,1.906,0.415,9.486,8.645,4.059,1.339,0.324,4.607,4.205,1.962,0.637,0.15,1.673,1.542,0.751,0.222,0.055
Escócia,Curaçao,70.399,18.291,11.31,5.781,4.093,1.533,0.375,0.076,11.844,8.505,3.078,0.801,0.141,12.686,8.966,3.309,0.827,0.162,8.974,6.593,2.337,0.628,0.119,5.222,3.832,1.386,0.336,0.065
Escócia,Países Baixos,17.491,20.04,62.469,4.733,9.665,9.721,6.889,3.735,4.593,9.321,9.631,6.768,3.596,2.237,4.722,4.711,3.298,1.798,0.772,1.642,1.705,1.09,0.619,0.222,0.394,0.47,0.322,0.165
Escócia,Japão,18.547,21.593,59.86,5.832,10.627,10.224,6.787,3.426,5.446,10.01,9.469,6.25,3.045,2.642,4.885,4.666,2.954,1.459,0.856,1.579,1.543,0.96,0.485,0.211,0.392,0.389,0.253,0.113
Escócia,Tunísia,42.729,29.096,28.175,12.054,10.868,5.005,1.67,0.398,13.928,12.843,5.968,1.916,0.487,8.861,7.709,3.687,1.136,0.279,3.625,3.252,1.522,0.482,0.129,1.174,1.063,0.469,0.154,0.029
Escócia,Suécia,43.672,22.709,33.619,3.898,5.77,4.439,2.276,0.893,6.671,9.901,7.264,3.787,1.5,5.653,8.525,6.53,3.36,1.293,3.456,5.002,3.894,1.978,0.799,1.577,2.341,1.798,0.896,0.353
Escócia,Bélgica,22.832,24.744,52.424,7.684,12.1,9.631,5.368,2.29,7.354,11.546,9.122,5.064,2.135,3.504,5.595,4.543,2.516,1.08,1.176,1.913,1.5,0.863,0.35,0.298,0.501,0.386,0.198,0.101
Escócia,Egito,42.996,27.795,29.209,10.354,10.322,5.151,1.776,0.437,13.165,12.774,6.435,2.166,0.548,8.135,8.158,4.007,1.387,0.353,3.639,3.552,1.87,0.598,0.171,1.255,1.158,0.588,0.209,0.058
Escócia,Irã,45.631,24.61,29.759,6.422,7.572,4.663,1.909,0.611,9.705,11.496,6.806,2.873,0.948,7.605,9.026,5.337,2.293,0.77,4.041,4.737,2.79,1.193,0.382,1.68,1.852,1.151,0.515,0.147
Escócia,Nova Zelândia,54.995,23.625,21.38,7.321,6.905,3.239,1.064,0.28,11.941,11.026,5.366,1.785,0.42,9.958,9.283,4.372,1.449,0.345,5.641,5.416,2.504,0.796,0.21,2.639,2.401,1.216,0.378,0.106
Escócia,Espanha,8.534,14.431,77.035,3.765,9.2,11.877,10.267,6.683,2.732,6.722,8.685,7.481,4.879,1.02,2.5,3.168,2.714,1.8,0.264,0.644,0.765,0.669,0.48,0.053,0.142,0.159,0.147,0.098
Escócia,Uruguai,21.364,27.718,50.918,12.221,16.204,10.831,5.169,1.791,9.161,11.97,8.237,3.749,1.343,3.662,4.549,3.103,1.448,0.518,1.011,1.291,0.822,0.391,0.14,0.182,0.246,0.191,0.087,0.031
Escócia,Arábia Saudita,52.619,26.136,21.245,10.117,8.219,3.337,1.05,0.215,14.544,11.786,5.04,1.444,0.322,10.668,8.742,3.656,1.093,0.212,5.547,4.428,1.802,0.525,0.125,2.115,1.743,0.727,0.225,0.052
Escócia,Cabo Verde,61.496,21.85,16.654,7.088,5.916,2.401,0.688,0.121,12.603,10.177,4.259,1.258,0.258,11.497,9.336,3.861,1.119,0.278,7.294,5.79,2.418,0.651,0.156,3.503,2.895,1.152,0.355,0.067
Escócia,França,12.868,18.754,68.378,5.575,11.741,12.286,8.629,4.653,4.372,8.849,9.354,6.618,3.595,1.733,3.508,3.56,2.573,1.399,0.457,0.987,1.023,0.696,0.373,0.09,0.189,0.204,0.14,0.07
Escócia,Senegal,29.296,26.169,44.535,8.289,11.327,8.156,4.0,1.472,8.626,12.13,8.73,4.104,1.546,4.923,6.698,4.768,2.345,0.845,1.804,2.651,1.85,0.893,0.339,0.518,0.751,0.552,0.262,0.082
Escócia,Noruega,22.077,20.766,57.157,3.964,7.939,7.938,5.6,2.971,4.622,9.18,9.167,6.535,3.608,2.774,5.481,5.63,3.858,2.118,1.196,2.275,2.359,1.696,0.847,0.388,0.731,0.755,0.512,0.262
Escócia,Iraque,51.011,25.718,23.271,8.803,8.013,3.827,1.187,0.287,12.99,11.941,5.532,1.763,0.438,9.751,8.921,4.192,1.348,0.354,5.023,4.585,2.187,0.712,0.172,2.073,1.931,0.899,0.321,0.064
Escócia,Argentina,9.31,17.601,73.089,6.319,13.206,14.088,10.313,5.783,3.78,8.055,8.676,6.274,3.577,1.236,2.554,2.731,1.981,1.104,0.248,0.501,0.579,0.452,0.253,0.058,0.101,0.103,0.094,0.04
Escócia,Áustria,27.843,25.505,46.652,7.584,11.249,8.329,4.166,1.696,8.059,11.887,8.955,4.495,1.812,4.519,6.504,4.949,2.43,1.0,1.68,2.38,1.925,0.968,0.37,0.529,0.707,0.536,0.294,0.111
Escócia,Argélia,37.831,25.654,36.515,7.372,9.412,6.085,2.759,0.869,9.446,11.945,7.819,3.525,1.253,6.31,8.035,5.12,2.407,0.815,2.911,3.643,2.361,1.086,0.368,1.055,1.337,0.875,0.382,0.118
Escócia,Jordânia,50.796,23.15,26.054,5.202,6.015,3.704,1.53,0.516,8.962,10.629,6.404,2.693,0.853,7.838,9.203,5.701,2.338,0.69,4.881,5.57,3.38,1.373,0.432,2.14,2.57,1.589,0.652,0.22
Escócia,Portugal,16.868,19.904,63.228,4.791,9.795,9.986,7.118,3.769,4.591,9.241,9.593,6.728,3.623,2.194,4.659,4.682,3.241,1.77,0.694,1.507,1.604,1.033,0.607,0.195,0.411,0.396,0.287,0.14
Escócia,Colômbia,15.741,19.807,64.452,5.059,10.126,10.488,7.576,3.983,4.486,9.186,9.429,6.786,3.551,2.157,4.246,4.387,3.123,1.761,0.66,1.387,1.383,1.022,0.546,0.156,0.344,0.37,0.252,0.143
Escócia,Uzbequistão,40.11,29.004,30.886,11.944,11.463,5.751,1.954,0.489,13.458,12.856,6.458,2.107,0.556,7.866,7.49,3.634,1.274,0.318,3.199,3.094,1.5,0.521,0.124,0.953,0.981,0.499,0.196,0.047
Escócia,República Democrática do Congo,43.789,29.982,26.229,13.761,11.447,4.736,1.352,0.305,15.77,12.66,5.222,1.527,0.329,9.111,7.557,3.199,0.833,0.21,3.657,2.985,1.267,0.334,0.062,1.113,0.943,0.387,0.098,0.026
Escócia,Inglaterra,12.32,20.07,67.61,7.241,13.925,13.712,8.853,4.488,4.912,9.208,8.898,5.904,2.962,1.708,3.178,3.077,2.049,1.046,0.409,0.791,0.769,0.498,0.247,0.075,0.149,0.146,0.089,0.045
Escócia,Croácia,23.034,24.934,52.032,7.796,11.862,9.88,5.175,2.143,7.224,11.68,9.316,5.033,2.043,3.635,5.56,4.533,2.534,1.051,1.208,1.911,1.582,0.852,0.337,0.301,0.539,0.431,0.232,0.071
Escócia,Gana,58.143,21.91,19.947,5.823,5.668,2.856,0.978,0.262,10.652,10.19,5.161,1.864,0.467,9.631,9.632,4.771,1.617,0.409,6.278,6.065,2.956,0.981,0.274,3.048,3.023,1.48,0.53,0.127
Escócia,Panamá,49.85,23.631,26.519,5.649,6.466,3.878,1.588,0.499,9.133,11.014,6.389,2.581,0.833,7.928,9.258,5.477,2.314,0.706,4.644,5.314,3.259,1.289,0.399,2.105,2.429,1.486,0.605,0.186
Haiti,EUA,12.786,17.588,69.626,4.379,9.448,10.858,8.369,5.124,3.775,8.122,9.462,7.122,4.134,1.572,3.576,4.003,3.178,1.881,0.528,1.087,1.173,0.944,0.566,0.108,0.258,0.257,0.217,0.128
Haiti,Austrália,8.146,15.322,76.532,5.085,11.672,13.452,10.931,6.828,3.172,7.002,8.324,6.78,4.216,0.974,2.287,2.689,2.172,1.294,0.244,0.495,0.602,0.486,0.27,0.052,0.081,0.118,0.074,0.055
Haiti,Paraguai,12.419,20.651,66.93,7.993,14.482,13.804,8.768,4.465,5.199,9.315,8.718,5.697,2.807,1.822,3.108,2.912,1.843,0.912,0.392,0.731,0.666,0.393,0.216,0.066,0.158,0.122,0.085,0.036
Haiti,Turquia,11.867,16.44,71.693,3.692,8.887,10.548,8.615,5.381,3.273,7.581,9.027,7.337,4.666,1.398,3.476,4.058,3.261,1.965,0.421,0.993,1.222,0.939,0.647,0.11,0.24,0.279,0.238,0.148
Haiti,Alemanha,2.75,6.367,90.883,1.402,4.757,8.559,10.819,10.219,0.809,2.892,5.109,6.434,6.008,0.247,0.899,1.57,2.026,1.806,0.039,0.185,0.35,0.425,0.355,0.012,0.035,0.059,0.071,0.069
Haiti,Equador,7.365,19.247,73.388,9.829,18.271,16.764,11.161,5.699,4.062,7.67,7.247,4.75,2.323,0.929,1.646,1.59,1.03,0.538,0.148,0.246,0.228,0.145,0.06,0.017,0.037,0.029,0.015,0.012
Haiti,Costa do Marfim,20.853,24.89,54.257,8.897,13.796,10.883,5.689,2.319,7.604,11.439,9.032,4.827,1.978,3.324,5.072,3.902,2.071,0.814,0.952,1.482,1.204,0.594,0.249,0.239,0.345,0.277,0.136,0.054
Haiti,Curaçao,39.118,26.484,34.398,8.091,9.392,5.909,2.386,0.742,10.312,12.336,7.552,3.242,1.078,6.826,8.049,4.982,2.061,0.705,3.088,3.725,2.263,0.956,0.322,1.087,1.292,0.773,0.314,0.112
Haiti,Países Baixos,3.195,7.478,89.327,1.765,5.88,9.777,11.474,10.081,1.006,3.504,5.868,6.889,5.92,0.293,1.01,1.76,2.012,1.728,0.057,0.254,0.358,0.387,0.376,0.006,0.04,0.072,0.061,0.054
Haiti,Japão,3.942,8.808,87.25,2.414,7.168,11.287,12.124,9.855,1.383,4.041,6.361,6.812,5.532,0.404,1.253,1.894,1.989,1.659,0.089,0.236,0.376,0.41,0.297,0.013,0.036,0.059,0.06,0.045
Haiti,Tunísia,17.654,25.38,56.966,10.328,15.52,12.311,6.2,2.622,7.499,11.344,8.756,4.71,1.856,2.746,4.149,3.246,1.741,0.67,0.724,1.008,0.801,0.418,0.164,0.143,0.204,0.171,0.088,0.04
Haiti,Suécia,13.837,16.452,69.711,2.855,6.917,8.613,7.316,4.81,2.941,7.123,8.93,7.366,4.963,1.546,3.732,4.68,4.067,2.569,0.554,1.431,1.685,1.467,0.93,0.164,0.38,0.505,0.413,0.296
